Entry	Entry name	Gene names	Ensembl transcript
P57103	NAC3_HUMAN	SLC8A3 NCX3	ENST00000216568 [P57103-5];ENST00000356921 [P57103-2];ENST00000357887 [P57103-7];ENST00000381269 [P57103-1];ENST00000394330 [P57103-4];ENST00000494208 [P57103-3];ENST00000528359 [P57103-7];ENST00000534137 [P57103-6];
Q69YI7	NAIF1_HUMAN	NAIF1 C9orf90	ENST00000373078 [Q69YI7-1];
Q86W26	NAL10_HUMAN	NLRP10 NALP10 NOD8 PYNOD	ENST00000328600;ENST00000612291;ENST00000625327;
P59046	NAL12_HUMAN	NLRP12 NALP12 PYPAF7 RNO	ENST00000324134 [P59046-1];ENST00000391773 [P59046-7];ENST00000391775 [P59046-6];
Q8N7R0	NANG2_HUMAN	NANOGP1 NANOG2	
Q9H9S0	NANOG_HUMAN	NANOG	ENST00000229307 [Q9H9S0-1];ENST00000526286 [Q9H9S0-2];
Q9H6Q4	NARFL_HUMAN	NARFL PRN	ENST00000251588 [Q9H6Q4-1];ENST00000540986 [Q9H6Q4-3];ENST00000568545 [Q9H6Q4-3];
Q8N6N6	NATD1_HUMAN	NATD1 C17orf103 GTLF3B	ENST00000611551;
Q96M43	NBPF4_HUMAN	NBPF4	ENST00000415641;
P0C2Y1	NBPF7_HUMAN	NBPF7	
Q3BBW0	NBPF9_HUMAN	NBPF9	
Q86T75	NBPFB_HUMAN	NBPF11 NBPF24	ENST00000614015 [Q86T75-1];ENST00000615281 [Q86T75-1];
Q69YL0	NCAS2_HUMAN	NCBP2-AS2	ENST00000602845;
A6PVI3	NCB2L_HUMAN	NCBP2L	ENST00000509000;ENST00000639756;
Q13765	NACA_HUMAN	NACA HSD48	ENST00000356769 [Q13765-1];ENST00000393891 [Q13765-1];ENST00000546392 [Q13765-1];ENST00000552540 [Q13765-1];
Q15274	NADC_HUMAN	QPRT	ENST00000395384;
Q86W24	NAL14_HUMAN	NLRP14 NALP14 NOD5	ENST00000299481;
P60321	NANO2_HUMAN	NANOS2 NOS2	ENST00000341294;
Q8WUY8	NAT14_HUMAN	NAT14 KLP1	ENST00000205194;
Q8N8M0	NAT16_HUMAN	NAT16 C7orf52	ENST00000300303 [Q8N8M0-1];ENST00000443096 [Q8N8M0-2];ENST00000455377 [Q8N8M0-1];
Q93015	NAT6_HUMAN	NAT6 FUS2	ENST00000354862 [Q93015-2];ENST00000417393 [Q93015-1];ENST00000443094 [Q93015-1];ENST00000443842 [Q93015-1];
P61601	NCALD_HUMAN	NCALD	ENST00000220931;ENST00000311028;ENST00000395923;ENST00000519508;ENST00000521599;
O14594	NCAN_HUMAN	NCAN CSPG3 NEUR	ENST00000252575;
Q96PY6	NEK1_HUMAN	NEK1 KIAA1901	ENST00000439128 [Q96PY6-1];ENST00000507142 [Q96PY6-3];ENST00000510533 [Q96PY6-2];ENST00000511633 [Q96PY6-6];ENST00000512193 [Q96PY6-4];
P51955	NEK2_HUMAN	NEK2 NEK2A NLK1	ENST00000366998 [P51955-2];ENST00000366999 [P51955-1];
Q8IXH7	NELFD_HUMAN	NELFCD NELFD TH1 TH1L HSPC130	ENST00000344018;
Q99435	NELL2_HUMAN	NELL2 NRP2	ENST00000333837 [Q99435-2];ENST00000395487 [Q99435-4];ENST00000429094 [Q99435-1];ENST00000437801 [Q99435-3];ENST00000452445 [Q99435-1];ENST00000549027 [Q99435-4];
A8MQ27	NEU1B_HUMAN	NEURL1B NEURL3	ENST00000369800 [A8MQ27-1];ENST00000520919 [A8MQ27-3];ENST00000522853 [A8MQ27-2];
P01178	NEU1_HUMAN	OXT OT	ENST00000217386;
Q9BYT8	NEUL_HUMAN	NLN AGTBP KIAA1226	ENST00000380985;
Q99574	NEUS_HUMAN	SERPINI1 PI12	ENST00000295777;ENST00000446050;
Q0ZGT2	NEXN_HUMAN	NEXN	ENST00000330010 [Q0ZGT2-4];ENST00000334785 [Q0ZGT2-1];
P21359	NF1_HUMAN	NF1	ENST00000356175 [P21359-2];ENST00000358273 [P21359-1];ENST00000431387 [P21359-5];ENST00000487476 [P21359-3];
Q86UQ8	NFE4_HUMAN	NFE4	
Q12857	NFIA_HUMAN	NFIA KIAA1439	ENST00000371187 [Q12857-2];ENST00000371189 [Q12857-4];ENST00000403491 [Q12857-1];ENST00000407417 [Q12857-3];
O00712	NFIB_HUMAN	NFIB	ENST00000380953 [O00712-5];ENST00000380959 [O00712-1];ENST00000543693 [O00712-6];
Q9UMS0	NFU1_HUMAN	NFU1 HIRIP5 CGI-33	ENST00000303698 [Q9UMS0-3];ENST00000394305 [Q9UMS0-2];ENST00000410022 [Q9UMS0-1];ENST00000462320 [Q9UMS0-2];
Q6ZNB6	NFXL1_HUMAN	NFXL1 OZFP	ENST00000329043 [Q6ZNB6-1];ENST00000381538 [Q6ZNB6-1];ENST00000464756 [Q6ZNB6-2];ENST00000507489 [Q6ZNB6-1];
Q9UJF2	NGAP_HUMAN	RASAL2 NGAP	ENST00000367649 [Q9UJF2-2];ENST00000462775 [Q9UJF2-1];
Q92886	NGN1_HUMAN	NEUROG1 BHLHA6 NEUROD3 NGN NGN1	ENST00000314744;
Q9NPE2	NGRN_HUMAN	NGRN FI58G HT020	ENST00000379095 [Q9NPE2-2];
P55769	NH2L1_HUMAN	SNU13 NHP2L1	ENST00000215956;ENST00000355257;ENST00000401959;
Q86UT5	NHRF4_HUMAN	PDZD3 IKEPP NHERF4 PDZK2 DLNB27	ENST00000322712 [Q86UT5-3];ENST00000355547 [Q86UT5-2];ENST00000531114 [Q86UT5-1];
Q9Y2I1	NISCH_HUMAN	NISCH IRAS KIAA0975	ENST00000345716 [Q9Y2I1-1];ENST00000420808 [Q9Y2I1-4];ENST00000479054 [Q9Y2I1-1];
Q969F2	NKD2_HUMAN	NKD2	ENST00000274150 [Q969F2-2];ENST00000296849 [Q969F2-1];ENST00000610777 [Q969F2-2];ENST00000616539 [Q969F2-1];
P26718	NKG2D_HUMAN	KLRK1 D12S2489E NKG2D	ENST00000240618;ENST00000540818;
Q16617	NKG7_HUMAN	NKG7 GIG1	ENST00000221978;
Q17RQ9	NKPD1_HUMAN	NKPD1	ENST00000317951;ENST00000589776;
O15226	NKRF_HUMAN	NKRF ITBA4 NRF	ENST00000304449 [O15226-1];ENST00000371527 [O15226-1];ENST00000542113 [O15226-2];
Q9C056	NKX62_HUMAN	NKX6-2 GTX NKX6B	ENST00000368592;
Q9UK23	NAGPA_HUMAN	NAGPA	ENST00000312251 [Q9UK23-1];ENST00000381955 [Q9UK23-2];ENST00000562746 [Q9UK23-3];
Q8IZF0	NALCN_HUMAN	NALCN VGCNL1	ENST00000251127 [Q8IZF0-1];ENST00000376200 [Q8IZF0-3];
Q96MN2	NALP4_HUMAN	NLRP4 NALP4 PAN2 PYPAF4 RNH2	ENST00000301295 [Q96MN2-1];ENST00000587891 [Q96MN2-3];
Q86W28	NALP8_HUMAN	NLRP8 NALP8 NOD16 PAN4	ENST00000291971 [Q86W28-1];ENST00000590542 [Q86W28-2];
P43490	NAMPT_HUMAN	NAMPT PBEF PBEF1	ENST00000222553;
Q7Z5D8	NANGN_HUMAN	NANOGNB	ENST00000382119;
P60323	NANO3_HUMAN	NANOS3 NOS3	ENST00000339133 [P60323-2];ENST00000397555 [P60323-1];
Q6IQ20	NAPEP_HUMAN	NAPEPLD C7orf18	ENST00000341533;ENST00000417955;ENST00000422589;ENST00000427257;ENST00000465647;ENST00000611100;ENST00000622712;ENST00000632159;ENST00000632703;ENST00000633783;
Q13508	NAR3_HUMAN	ART3 TMART	ENST00000341029 [Q13508-2];ENST00000349321 [Q13508-3];ENST00000355810 [Q13508-1];
Q96L15	NAR5_HUMAN	ART5 UNQ575/PRO1137	ENST00000359918 [Q96L15-1];ENST00000397067 [Q96L15-2];ENST00000397068 [Q96L15-1];
P49321	NASP_HUMAN	NASP	ENST00000350030 [P49321-1];ENST00000351223 [P49321-2];ENST00000537798 [P49321-4];
Q9UHQ9	NB5R1_HUMAN	CYB5R1 NQO3A2 UNQ3049/PRO9865	ENST00000367249;
P00387	NB5R3_HUMAN	CYB5R3 DIA1	ENST00000352397 [P00387-1];ENST00000361740 [P00387-3];ENST00000402438 [P00387-2];ENST00000407332 [P00387-2];ENST00000407623 [P00387-2];
Q3BBV0	NBPF1_HUMAN	NBPF1 KIAA1693	
Q9H094	NBPF3_HUMAN	NBPF3 L7	ENST00000318249 [Q9H094-1];ENST00000342104 [Q9H094-3];ENST00000454000 [Q9H094-5];ENST00000619554 [Q9H094-2];
Q5TI25	NBPFE_HUMAN	NBPF14	
Q3BBV1	NBPFK_HUMAN	NBPF20	
B4DH59	NBPFP_HUMAN	NBPF26	
Q14596	NBR1_HUMAN	NBR1 1A13B KIAA0049 M17S2 MIG19	ENST00000341165 [Q14596-1];ENST00000589872 [Q14596-2];ENST00000590996 [Q14596-1];
Q14919	NC2A_HUMAN	DRAP1	ENST00000312515 [Q14919-1];
Q15788	NCOA1_HUMAN	NCOA1 BHLHE74 SRC1	ENST00000288599 [Q15788-2];ENST00000348332 [Q15788-1];ENST00000395856 [Q15788-3];ENST00000405141 [Q15788-2];ENST00000406961 [Q15788-1];
Q8NI08	NCOA7_HUMAN	NCOA7 ERAP140 ESNA1 Nbla00052 Nbla10993	ENST00000229634 [Q8NI08-7];ENST00000368357 [Q8NI08-1];ENST00000392477 [Q8NI08-1];ENST00000438495 [Q8NI08-5];
Q9Y618	NCOR2_HUMAN	NCOR2 CTG26	ENST00000356219;
O14931	NCTR3_HUMAN	NCR3 1C7 LY117	ENST00000340027 [O14931-1];ENST00000376071 [O14931-5];ENST00000376072 [O14931-2];ENST00000376073 [O14931-3];ENST00000383476 [O14931-2];ENST00000383477 [O14931-1];ENST00000383478 [O14931-3];ENST00000400241 [O14931-5];ENST00000412603 [O14931-2];ENST00000415123 [O14931-1];ENST00000418936 [O14931-2];ENST00000419086 [O14931-5];ENST00000419728 [O14931-5];ENST00000420485 [O14931-5];ENST00000420556 [O14931-1];ENST00000430599 [O14931-1];ENST00000432392 [O14931-3];ENST00000433654 [O14931-3];ENST00000435674 [O14931-1];ENST00000436253 [O14931-3];ENST00000436623 [O14931-2];ENST00000437517 [O14931-1];ENST00000438663 [O14931-5];ENST00000439584 [O14931-3];ENST00000441372 [O14931-2];ENST00000446756 [O14931-3];ENST00000447248 [O14931-1];ENST00000452296 [O14931-2];ENST00000453657 [O14931-5];ENST00000455448 [O14931-5];ENST00000455825 [O14931-3];ENST00000457547 [O14931-2];
Q9BTX1	NDC1_HUMAN	NDC1 TMEM48	ENST00000371429 [Q9BTX1-1];
Q92597	NDRG1_HUMAN	NDRG1 CAP43 DRG1 RTP	ENST00000323851 [Q92597-1];ENST00000414097 [Q92597-1];ENST00000522476 [Q92597-2];ENST00000537882 [Q92597-3];
Q9UN36	NDRG2_HUMAN	NDRG2 KIAA1248 SYLD	ENST00000298684 [Q9UN36-4];ENST00000298687 [Q9UN36-1];ENST00000350792 [Q9UN36-2];ENST00000360463 [Q9UN36-2];ENST00000397844 [Q9UN36-5];ENST00000397847 [Q9UN36-3];ENST00000397851 [Q9UN36-1];ENST00000397853 [Q9UN36-1];ENST00000397858 [Q9UN36-1];ENST00000403829 [Q9UN36-6];ENST00000553503 [Q9UN36-2];ENST00000554143 [Q9UN36-2];ENST00000555158 [Q9UN36-2];ENST00000556147 [Q9UN36-1];
Q9H3R1	NDST4_HUMAN	NDST4 HSST4	ENST00000264363 [Q9H3R1-1];ENST00000504854 [Q9H3R1-2];ENST00000613194 [Q9H3R1-2];
O95167	NDUA3_HUMAN	NDUFA3	ENST00000419113;ENST00000485876;ENST00000620289;ENST00000622523;
O95299	NDUAA_HUMAN	NDUFA10	ENST00000252711 [O95299-1];ENST00000307300 [O95299-2];ENST00000626224 [O95299-2];ENST00000630647 [O95299-1];
P16519	NEC2_HUMAN	PCSK2 NEC2	ENST00000262545 [P16519-1];ENST00000377899 [P16519-3];ENST00000536609 [P16519-2];
Q96P71	NECA3_HUMAN	NECAB3 APBA2BP NIP1 SYTIP2 XB51	ENST00000246190 [Q96P71-1];ENST00000375238 [Q96P71-2];
Q7Z3B1	NEGR1_HUMAN	NEGR1 IGLON4 UNQ2433/PRO4993	ENST00000306821 [Q7Z3B1-2];ENST00000357731 [Q7Z3B1-1];
Q969S2	NEIL2_HUMAN	NEIL2	ENST00000284503 [Q969S2-1];ENST00000403422 [Q969S2-3];ENST00000436750 [Q969S2-1];ENST00000455213 [Q969S2-1];ENST00000528323 [Q969S2-4];
Q8TAT5	NEIL3_HUMAN	NEIL3	ENST00000264596;
Q8NG66	NEK11_HUMAN	NEK11	ENST00000356918 [Q8NG66-2];ENST00000383366 [Q8NG66-1];ENST00000507910 [Q8NG66-3];ENST00000508196 [Q8NG66-1];ENST00000510688 [Q8NG66-4];ENST00000511262 [Q8NG66-2];
P51956	NEK3_HUMAN	NEK3	ENST00000610828 [P51956-1];ENST00000611833 [P51956-2];ENST00000618534 [P51956-1];
Q9H3P2	NELFA_HUMAN	NELFA WHSC2 P/OKcl.15	ENST00000411638 [Q9H3P2-1];
O60524	NEMF_HUMAN	NEMF SDCCAG1	ENST00000298310 [O60524-1];
Q8NC67	NETO2_HUMAN	NETO2 BTCL2 UNQ1926/PRO4401	ENST00000303155 [Q8NC67-3];ENST00000562435 [Q8NC67-1];
Q9BR09	NEUL2_HUMAN	NEURL2 C20orf163	ENST00000372518;
P17677	NEUM_HUMAN	GAP43	ENST00000305124 [P17677-1];ENST00000393780 [P17677-2];
Q9Y3R4	NEUR2_HUMAN	NEU2	ENST00000233840;
Q9UQ49	NEUR3_HUMAN	NEU3	ENST00000294064 [Q9UQ49-2];ENST00000531509 [Q9UQ49-2];
P12036	NFH_HUMAN	NEFH KIAA0845 NFH	ENST00000310624;
Q00653	NFKB2_HUMAN	NFKB2 LYT10	ENST00000189444 [Q00653-4];ENST00000369966 [Q00653-1];ENST00000428099 [Q00653-4];
P07197	NFM_HUMAN	NEFM NEF3 NFM	ENST00000221166 [P07197-1];ENST00000433454 [P07197-2];
P23511	NFYA_HUMAN	NFYA	ENST00000341376 [P23511-1];ENST00000353205 [P23511-2];
Q13952	NFYC_HUMAN	NFYC	ENST00000308733 [Q13952-1];ENST00000372651 [Q13952-2];ENST00000372652 [Q13952-3];ENST00000372653 [Q13952-6];ENST00000372654 [Q13952-2];ENST00000425457 [Q13952-5];ENST00000427410 [Q13952-4];ENST00000440226 [Q13952-2];ENST00000447388 [Q13952-2];ENST00000456393 [Q13952-7];
P01138	NGF_HUMAN	NGF NGFB	ENST00000369512;
Q5SYE7	NHSL1_HUMAN	NHSL1 C6orf63 KIAA1357	ENST00000343505 [Q5SYE7-2];ENST00000427025 [Q5SYE7-1];
Q9BZQ8	NIBAN_HUMAN	FAM129A C1orf24 NIBAN GIG39	ENST00000367511;
Q96TA1	NIBL1_HUMAN	FAM129B C9orf88	ENST00000373312 [Q96TA1-1];ENST00000373314 [Q96TA1-2];
Q92542	NICA_HUMAN	NCSTN KIAA0253 UNQ1874/PRO4317	ENST00000294785 [Q92542-1];ENST00000368063 [Q92542-2];
Q9Y3D2	MSRB2_HUMAN	MSRB2 CBS-1 MSRB CGI-131	ENST00000376510;
P21757	MSRE_HUMAN	MSR1 SCARA1	ENST00000262101 [P21757-1];ENST00000350896 [P21757-3];ENST00000355282 [P21757-3];ENST00000381998 [P21757-2];
P07438	MT1B_HUMAN	MT1B MT1Q	ENST00000334346;
A1L3X4	MT1DP_HUMAN	MT1DP MTM	
P04733	MT1F_HUMAN	MT1F PRO0376	ENST00000334350;
P13640	MT1G_HUMAN	MT1G MT1K MT1M	ENST00000379811 [P13640-1];ENST00000444837 [P13640-2];
Q93083	MT1L_HUMAN	MT1L	
Q9H867	MT21D_HUMAN	VCPKMT C14orf138 METTL21D	ENST00000395859 [Q9H867-5];ENST00000395860 [Q9H867-4];ENST00000491402 [Q9H867-1];
P42285	MTREX_HUMAN	MTREX DOB1 KIAA0052 MTR4 SKIV2L2	ENST00000230640;
Q765P7	MTSSL_HUMAN	MTSS1L	ENST00000338779 [Q765P7-1];
O75431	MTX2_HUMAN	MTX2	ENST00000249442 [O75431-1];
Q9H3R2	MUC13_HUMAN	MUC13 DRCC1 RECC UNQ6194/PRO20221	ENST00000616727;
Q685J3	MUC17_HUMAN	MUC17 MUC3	ENST00000306151 [Q685J3-1];
Q969H8	MYDGF_HUMAN	MYDGF C19orf10 IL25	ENST00000262947;
Q96EZ4	MYEOV_HUMAN	MYEOV OCIM	ENST00000308946;ENST00000441339;
P02144	MYG_HUMAN	MB	ENST00000359787;ENST00000397326;ENST00000397328;ENST00000406324;
P35749	MYH11_HUMAN	MYH11 KIAA0866	ENST00000300036 [P35749-1];ENST00000396324 [P35749-2];ENST00000452625 [P35749-3];ENST00000576790 [P35749-4];ENST00000612165 [P35749-3];ENST00000616422 [P35749-4];ENST00000621545 [P35749-2];ENST00000634050 [P35749-1];
Q9UKX3	MYH13_HUMAN	MYH13	ENST00000252172;ENST00000418404;ENST00000621918;
Q7Z406	MYH14_HUMAN	MYH14 KIAA2034 FP17425	ENST00000376970 [Q7Z406-1];ENST00000425460 [Q7Z406-6];ENST00000596571 [Q7Z406-1];ENST00000598205 [Q7Z406-6];ENST00000601313 [Q7Z406-2];
P13535	MYH8_HUMAN	MYH8	ENST00000403437;
P14649	MYL6B_HUMAN	MYL6B MLC1SA	ENST00000550443;ENST00000553066;
Q9H1R3	MYLK2_HUMAN	MYLK2	ENST00000375985;ENST00000375994;
A6NI61	MYMK_HUMAN	MYMK TMEM226 TMEM8C	ENST00000339996;
Q9UBF9	MYOTI_HUMAN	MYOT TTID	ENST00000421631 [Q9UBF9-2];
Q5VVJ2	MYSM1_HUMAN	MYSM1 KIAA1915	ENST00000472487 [Q5VVJ2-1];ENST00000622766 [Q5VVJ2-3];
Q08AG7	MZT1_HUMAN	MZT1 C13orf37 MOZART1	ENST00000377818;
Q5TBK1	N42L1_HUMAN	N4BP2L1 CG081	ENST00000380130 [Q5TBK1-1];ENST00000380133 [Q5TBK1-1];ENST00000380139 [Q5TBK1-2];ENST00000613078 [Q5TBK1-2];
Q86UW6	N4BP2_HUMAN	N4BP2 B3BP KIAA1413	ENST00000261435 [Q86UW6-1];
Q9BXJ9	NAA15_HUMAN	NAA15 GA19 NARG1 NATH TBDN100	ENST00000296543 [Q9BXJ9-1];
P61599	NAA20_HUMAN	NAA20 NAT5	ENST00000310450 [P61599-2];ENST00000334982 [P61599-1];
Q9GZZ1	NAA50_HUMAN	NAA50 MAK3 NAT13 NAT5	ENST00000240922 [Q9GZZ1-1];
Q9UPR5	NAC2_HUMAN	SLC8A2 KIAA1087 NCX2	ENST00000236877;
O95544	NADK_HUMAN	NADK	ENST00000341426 [O95544-1];ENST00000341991 [O95544-1];ENST00000378625 [O95544-2];
P12525	MYCP1_HUMAN	MYCLP1 MYCL1P1 MYCL2	
Q7Z401	MYCPP_HUMAN	DENND4A IRLB MYCPBP	ENST00000431932 [Q7Z401-1];ENST00000443035 [Q7Z401-2];
Q96QE2	MYCT_HUMAN	SLC2A13	ENST00000280871;
Q9H6N6	MYH16_HUMAN	MYH16 MYH5	
Q9Y623	MYH4_HUMAN	MYH4	ENST00000255381;
P13533	MYH6_HUMAN	MYH6 MYHCA	ENST00000356287;ENST00000405093;
A7E2Y1	MYH7B_HUMAN	MYH7B KIAA1512	ENST00000262873;
P12883	MYH7_HUMAN	MYH7 MYHCB	ENST00000355349;
Q9HD67	MYO10_HUMAN	MYO10 KIAA0799	ENST00000507288 [Q9HD67-2];ENST00000513610 [Q9HD67-1];
Q9Y6X6	MYO16_HUMAN	MYO16 KIAA0865 MYO16B NYAP3	ENST00000251041 [Q9Y6X6-3];ENST00000356711 [Q9Y6X6-1];ENST00000357550 [Q9Y6X6-1];ENST00000634397 [Q9Y6X6-1];ENST00000634825 [Q9Y6X6-3];ENST00000635050 [Q9Y6X6-1];
Q9Y4I1	MYO5A_HUMAN	MYO5A MYH12	ENST00000356338 [Q9Y4I1-2];ENST00000399231 [Q9Y4I1-1];
Q9NQX4	MYO5C_HUMAN	MYO5C	ENST00000261839 [Q9NQX4-1];ENST00000559459 [Q9NQX4-2];
Q9UM54	MYO6_HUMAN	MYO6 KIAA0389	ENST00000369977 [Q9UM54-1];ENST00000369985 [Q9UM54-2];ENST00000615563 [Q9UM54-2];
Q13459	MYO9B_HUMAN	MYO9B MYR5	ENST00000397274 [Q13459-2];ENST00000595618 [Q13459-2];
P54296	MYOM2_HUMAN	MYOM2	ENST00000262113;ENST00000616680;
P02689	MYP2_HUMAN	PMP2	ENST00000256103;
O60237	MYPT2_HUMAN	PPP1R12B MYPT2	ENST00000290419 [O60237-3];ENST00000356764 [O60237-2];ENST00000480184 [O60237-5];ENST00000491336 [O60237-4];ENST00000608999 [O60237-1];
Q8NFW9	MYRIP_HUMAN	MYRIP SLAC2C	ENST00000302541 [Q8NFW9-1];ENST00000396217 [Q8NFW9-6];ENST00000425621 [Q8NFW9-2];ENST00000444716 [Q8NFW9-1];ENST00000458292 [Q8NFW9-5];ENST00000539167 [Q8NFW9-4];
Q96RE7	NACC1_HUMAN	NACC1 BTBD14B NAC1	ENST00000292431;
Q9BWU0	NADAP_HUMAN	SLC4A1AP HLC3	ENST00000326019;ENST00000613058;
Q58DX5	NADL2_HUMAN	NAALADL2	ENST00000454872 [Q58DX5-1];
Q9UJ70	NAGK_HUMAN	NAGK	ENST00000244204 [Q9UJ70-1];ENST00000455662 [Q9UJ70-2];ENST00000613852 [Q9UJ70-2];
Q86W25	NAL13_HUMAN	NLRP13 NALP13 NOD14	ENST00000342929;
Q8TBE9	NANP_HUMAN	NANP C20orf147 HDHD4	ENST00000304788;
P52961	NAR1_HUMAN	ART1	ENST00000250693;
Q8IVL1	NAV2_HUMAN	NAV2 HELAD1 KIAA1419 POMFIL2 RAINB1 STEERIN2	ENST00000349880 [Q8IVL1-3];ENST00000360655 [Q8IVL1-4];ENST00000396085 [Q8IVL1-2];ENST00000396087 [Q8IVL1-1];ENST00000533917 [Q8IVL1-5];
A2RRP1	NBAS_HUMAN	NBAS NAG	ENST00000281513 [A2RRP1-1];
Q6ZNJ1	NBEL2_HUMAN	NBEAL2 KIAA0540 UNQ253/PRO290	ENST00000450053 [Q6ZNJ1-1];
P13591	NCAM1_HUMAN	NCAM1 NCAM	ENST00000316851 [P13591-2];ENST00000529356 [P13591-6];ENST00000531044 [P13591-1];ENST00000621128 [P13591-4];ENST00000621850 [P13591-3];
O15394	NCAM2_HUMAN	NCAM2 NCAM21	ENST00000400546 [O15394-1];
Q9UBB6	NCDN_HUMAN	NCDN KIAA0607	ENST00000356090 [Q9UBB6-1];ENST00000373243 [Q9UBB6-1];ENST00000373253 [Q9UBB6-2];
A6NI72	NCF1B_HUMAN	NCF1B SH3PXD1B	
P19878	NCF2_HUMAN	NCF2 NOXA2 P67PHOX	ENST00000367535 [P19878-1];ENST00000367536 [P19878-1];ENST00000413720 [P19878-3];ENST00000418089 [P19878-4];
O43639	NCK2_HUMAN	NCK2 GRB4	ENST00000233154;ENST00000393349;
O60721	NCKX1_HUMAN	SLC24A1 KIAA0702 NCKX1	ENST00000261892 [O60721-1];ENST00000339868 [O60721-3];ENST00000399033 [O60721-3];ENST00000546330 [O60721-2];
Q9UI40	NCKX2_HUMAN	SLC24A2 NCKX2	ENST00000286344 [Q9UI40-2];ENST00000341998 [Q9UI40-1];
Q9HC58	NCKX3_HUMAN	SLC24A3 NCKX3	ENST00000328041;ENST00000613834;
Q71RS6	NCKX5_HUMAN	SLC24A5 JSX NCKX5	ENST00000341459 [Q71RS6-1];ENST00000449382 [Q71RS6-2];
Q8TB73	NDNF_HUMAN	NDNF C4orf31 UNQ2748/PRO6487	ENST00000379692;
Q9H903	MTD2L_HUMAN	MTHFD2L	ENST00000325278 [Q9H903-1];ENST00000395759 [Q9H903-4];ENST00000429519 [Q9H903-3];
Q9Y483	MTF2_HUMAN	MTF2 PCL2	ENST00000370298;
P49914	MTHFS_HUMAN	MTHFS	ENST00000258874 [P49914-1];
Q2M296	MTHSD_HUMAN	MTHFSD	ENST00000360900 [Q2M296-1];ENST00000381214 [Q2M296-3];ENST00000543303 [Q2M296-4];ENST00000634347 [Q2M296-2];
Q9NYA4	MTMR4_HUMAN	MTMR4 KIAA0647 ZFYVE11	ENST00000323456;
O75648	MTU1_HUMAN	TRMU MTU1 TRMT1	ENST00000290846 [O75648-1];ENST00000381019 [O75648-2];ENST00000457572 [O75648-5];
Q5H9M0	MUML1_HUMAN	MUM1L1	ENST00000337685;ENST00000357175;ENST00000372552;
P10243	MYBA_HUMAN	MYBL1 AMYB	ENST00000522677 [P10243-1];ENST00000524176 [P10243-2];
P10242	MYB_HUMAN	MYB	ENST00000341911 [P10242-4];ENST00000367812 [P10242-6];ENST00000367814 [P10242-1];ENST00000442647 [P10242-2];ENST00000525369 [P10242-11];ENST00000525477 [P10242-3];ENST00000525514 [P10242-3];ENST00000528774 [P10242-7];ENST00000529586 [P10242-3];ENST00000533384 [P10242-5];ENST00000533624 [P10242-9];ENST00000533808 [P10242-5];ENST00000533837 [P10242-5];ENST00000534044 [P10242-10];ENST00000534121 [P10242-8];
P01106	MYC_HUMAN	MYC BHLHE39	ENST00000377970 [P01106-1];ENST00000613283 [P01106-2];
P13349	MYF5_HUMAN	MYF5 BHLHC2	ENST00000228644;
P12882	MYH1_HUMAN	MYH1	ENST00000226207;
Q9UKX2	MYH2_HUMAN	MYH2 MYHSA2	ENST00000245503 [Q9UKX2-1];ENST00000397183 [Q9UKX2-1];ENST00000532183 [Q9UKX2-2];ENST00000622564 [Q9UKX2-2];
P11055	MYH3_HUMAN	MYH3	ENST00000583535;
P35579	MYH9_HUMAN	MYH9	ENST00000216181 [P35579-1];
P08590	MYL3_HUMAN	MYL3	ENST00000292327;ENST00000395869;
Q9NZM1	MYOF_HUMAN	MYOF FER1L3 KIAA1207	ENST00000358334 [Q9NZM1-6];ENST00000359263 [Q9NZM1-1];ENST00000371488 [Q9NZM1-4];ENST00000371489 [Q9NZM1-7];
P15173	MYOG_HUMAN	MYOG BHLHC3 MYF4	ENST00000241651;
P52179	MYOM1_HUMAN	MYOM1	ENST00000261606 [P52179-2];ENST00000356443 [P52179-1];
Q6NSJ0	MYORG_HUMAN	MYORG KIAA1161	ENST00000297625;
Q8TDC0	MYOZ3_HUMAN	MYOZ3 FRP3	ENST00000297130 [Q8TDC0-1];ENST00000517768 [Q8TDC0-1];ENST00000615557 [Q8TDC0-3];
Q86TC9	MYPN_HUMAN	MYPN MYOP	ENST00000354393 [Q86TC9-2];ENST00000358913 [Q86TC9-1];ENST00000373675 [Q86TC9-3];ENST00000540630 [Q86TC9-1];
P60201	MYPR_HUMAN	PLP1 PLP	ENST00000612423 [P60201-1];ENST00000619236 [P60201-2];ENST00000621218 [P60201-1];
Q6NZ67	MZT2B_HUMAN	MZT2B FAM128B MOZART2B	ENST00000281871;
O15049	N4BP3_HUMAN	N4BP3 KIAA0341	ENST00000274605;
Q9H1M0	N62CL_HUMAN	NUP62CL NUP62L	ENST00000372466 [Q9H1M0-1];ENST00000484614 [Q9H1M0-2];
P41227	NAA10_HUMAN	NAA10 ARD1 ARD1A TE2	ENST00000370009 [P41227-2];ENST00000464845 [P41227-1];
Q14CX7	NAA25_HUMAN	NAA25 C12orf30 MDM20 NAP1	ENST00000261745 [Q14CX7-1];
Q147X3	NAA30_HUMAN	NAA30 C14orf35 MAK3 NAT12	ENST00000556492 [Q147X3-1];
Q9BZK3	NACP1_HUMAN	NACAP1 FKSG17	
O15018	PDZD2_HUMAN	PDZD2 AIPC KIAA0300 PDZK3	ENST00000438447 [O15018-1];
